TIRP_Representation,Size,Vertical_Support,Mean_Horizontal_Support,Mean_Mean_Duration,Prefix_Metrics_Cls0,Prefix_Metrics_Cls1,Score_vertical_support,Score_diff_vertical_support,Score_mean_squared_mmd,Score_mean_squared_vs,Binary_random#50,Binary_random#25,Binary_random#10,Binary_random#3,Binary_vertical_support#50,Binary_vertical_support#25,Binary_vertical_support#10,Binary_vertical_support#3,Binary_diff_vertical_support#50,Binary_diff_vertical_support#25,Binary_diff_vertical_support#10,Binary_diff_vertical_support#3,Binary_mean_squared_mmd#50,Binary_mean_squared_mmd#25,Binary_mean_squared_mmd#10,Binary_mean_squared_mmd#3,Binary_mean_squared_vs#50,Binary_mean_squared_vs#25,Binary_mean_squared_vs#10,Binary_mean_squared_vs#3,Binary_all
3-202_193_999_0_0_0,3,288,1.899,20.642,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_193_0': {'VS': 0.274, 'HS': np.float64(3.687), 'MMD': np.float64(19.835)}, '3-202_193_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_193_0': {'VS': 0.255, 'HS': np.float64(2.117), 'MMD': np.float64(16.537)}, '3-202_193_999_0_0_0': {'VS': 0.233, 'HS': np.float64(1.899), 'MMD': np.float64(20.642)}}",288,-0.019,10.206,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_214_999_0_0_0,3,310,2.516,20.93,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_214_0': {'VS': 0.29, 'HS': np.float64(5.813), 'MMD': np.float64(21.37)}, '3-202_214_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_214_0': {'VS': 0.27, 'HS': np.float64(2.823), 'MMD': np.float64(17.259)}, '3-202_214_999_0_0_0': {'VS': 0.251, 'HS': np.float64(2.516), 'MMD': np.float64(20.93)}}",310,-0.02,13.218,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-202_225_212_999_0_0_0_0_0_0,4,265,2.906,22.155,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_225_0': {'VS': 0.192, 'HS': np.float64(3.033), 'MMD': np.float64(10.877)}, '3-202_225_212_0_0_0': {'VS': 0.114, 'HS': np.float64(5.283), 'MMD': np.float64(16.214)}, '4-202_225_212_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_225_0': {'VS': 0.374, 'HS': np.float64(2.816), 'MMD': np.float64(14.325)}, '3-202_225_212_0_0_0': {'VS': 0.245, 'HS': np.float64(3.692), 'MMD': np.float64(18.653)}, '4-202_225_212_999_0_0_0_0_0_0': {'VS': 0.215, 'HS': np.float64(2.906), 'MMD': np.float64(22.155)}}",265,0.131,9.124,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-202_225_213_999_0_0_0_0_0_0,4,254,2.835,22.221,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_225_0': {'VS': 0.192, 'HS': np.float64(3.033), 'MMD': np.float64(10.877)}, '3-202_225_213_0_0_0': {'VS': 0.099, 'HS': np.float64(5.163), 'MMD': np.float64(16.529)}, '4-202_225_213_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_225_0': {'VS': 0.374, 'HS': np.float64(2.816), 'MMD': np.float64(14.325)}, '3-202_225_213_0_0_0': {'VS': 0.235, 'HS': np.float64(3.655), 'MMD': np.float64(18.53)}, '4-202_225_213_999_0_0_0_0_0_0': {'VS': 0.206, 'HS': np.float64(2.835), 'MMD': np.float64(22.221)}}",254,0.136,8.476,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_225_999_0_0_0,3,430,2.437,20.732,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_225_0': {'VS': 0.192, 'HS': np.float64(3.033), 'MMD': np.float64(10.877)}, '3-202_225_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_225_0': {'VS': 0.374, 'HS': np.float64(2.816), 'MMD': np.float64(14.325)}, '3-202_225_999_0_0_0': {'VS': 0.348, 'HS': np.float64(2.437), 'MMD': np.float64(20.732)}}",430,0.182,10.712,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_225_999_4_0_0,3,389,1.985,25.871,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_225_4': {'VS': 0.088, 'HS': np.float64(1.938), 'MMD': np.float64(14.667)}, '3-202_225_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_225_4': {'VS': 0.33, 'HS': np.float64(2.133), 'MMD': np.float64(20.365)}, '3-202_225_999_4_0_0': {'VS': 0.315, 'HS': np.float64(1.985), 'MMD': np.float64(25.871)}}",389,0.242,21.001,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-202_212_225_999_0_0_0_0_0_0,4,254,2.882,22.184,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_212_0': {'VS': 0.594, 'HS': np.float64(8.12), 'MMD': np.float64(14.898)}, '3-202_212_225_0_0_0': {'VS': 0.108, 'HS': np.float64(5.337), 'MMD': np.float64(15.824)}, '4-202_212_225_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_212_0': {'VS': 0.574, 'HS': np.float64(3.829), 'MMD': np.float64(14.737)}, '3-202_212_225_0_0_0': {'VS': 0.236, 'HS': np.float64(3.643), 'MMD': np.float64(17.75)}, '4-202_212_225_999_0_0_0_0_0_0': {'VS': 0.206, 'HS': np.float64(2.882), 'MMD': np.float64(22.184)}}",254,0.128,4.424,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-202_212_224_999_0_0_0_0_0_0,4,283,2.982,22.273,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_212_0': {'VS': 0.594, 'HS': np.float64(8.12), 'MMD': np.float64(14.898)}, '3-202_212_224_0_0_0': {'VS': 0.111, 'HS': np.float64(6.281), 'MMD': np.float64(19.526)}, '4-202_212_224_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_212_0': {'VS': 0.574, 'HS': np.float64(3.829), 'MMD': np.float64(14.737)}, '3-202_212_224_0_0_0': {'VS': 0.263, 'HS': np.float64(3.62), 'MMD': np.float64(19.177)}, '4-202_212_224_999_0_0_0_0_0_0': {'VS': 0.229, 'HS': np.float64(2.982), 'MMD': np.float64(22.273)}}",283,0.152,3.228,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-202_212_172_999_0_0_0_0_0_0,4,306,2.614,22.083,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_212_0': {'VS': 0.594, 'HS': np.float64(8.12), 'MMD': np.float64(14.898)}, '3-202_212_172_0_0_0': {'VS': 0.267, 'HS': np.float64(5.065), 'MMD': np.float64(20.04)}, '4-202_212_172_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_212_0': {'VS': 0.574, 'HS': np.float64(3.829), 'MMD': np.float64(14.737)}, '3-202_212_172_0_0_0': {'VS': 0.284, 'HS': np.float64(3.094), 'MMD': np.float64(19.3)}, '4-202_212_172_999_0_0_0_0_0_0': {'VS': 0.248, 'HS': np.float64(2.614), 'MMD': np.float64(22.083)}}",306,0.017,3.37,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_212_999_0_0_0,3,666,3.293,20.211,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_212_0': {'VS': 0.594, 'HS': np.float64(8.12), 'MMD': np.float64(14.898)}, '3-202_212_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_212_0': {'VS': 0.574, 'HS': np.float64(3.829), 'MMD': np.float64(14.737)}, '3-202_212_999_0_0_0': {'VS': 0.54, 'HS': np.float64(3.293), 'MMD': np.float64(20.211)}}",666,-0.02,4.781,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-202_212_178_999_0_0_0_0_0_0,4,259,2.456,21.893,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_212_0': {'VS': 0.594, 'HS': np.float64(8.12), 'MMD': np.float64(14.898)}, '3-202_212_178_0_0_0': {'VS': 0.122, 'HS': np.float64(3.737), 'MMD': np.float64(19.627)}, '4-202_212_178_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_212_0': {'VS': 0.574, 'HS': np.float64(3.829), 'MMD': np.float64(14.737)}, '3-202_212_178_0_0_0': {'VS': 0.239, 'HS': np.float64(2.875), 'MMD': np.float64(19.623)}, '4-202_212_178_999_0_0_0_0_0_0': {'VS': 0.21, 'HS': np.float64(2.456), 'MMD': np.float64(21.893)}}",259,0.117,3.187,0.074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3-202_212_999_3_0_0,3,274,1.036,21.991,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_212_3': {'VS': 0.192, 'HS': np.float64(1.17), 'MMD': np.float64(13.798)}, '3-202_212_999_3_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_212_3': {'VS': 0.228, 'HS': np.float64(1.046), 'MMD': np.float64(15.532)}, '3-202_212_999_3_0_0': {'VS': 0.222, 'HS': np.float64(1.036), 'MMD': np.float64(21.991)}}",274,0.036,6.271,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_212_999_4_0_0,3,580,2.547,25.201,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_212_4': {'VS': 0.384, 'HS': np.float64(3.796), 'MMD': np.float64(17.629)}, '3-202_212_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_212_4': {'VS': 0.489, 'HS': np.float64(2.705), 'MMD': np.float64(19.257)}, '3-202_212_999_4_0_0': {'VS': 0.47, 'HS': np.float64(2.547), 'MMD': np.float64(25.201)}}",580,0.105,6.093,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_220_999_0_0_0,3,375,1.995,20.76,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_220_0': {'VS': 0.319, 'HS': np.float64(4.343), 'MMD': np.float64(18.118)}, '3-202_220_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_220_0': {'VS': 0.328, 'HS': np.float64(2.301), 'MMD': np.float64(16.08)}, '3-202_220_999_0_0_0': {'VS': 0.304, 'HS': np.float64(1.995), 'MMD': np.float64(20.76)}}",375,0.009,6.845,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_220_999_4_0_0,3,267,1.532,26.919,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_220_4': {'VS': 0.178, 'HS': np.float64(2.233), 'MMD': np.float64(21.373)}, '3-202_220_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_220_4': {'VS': 0.23, 'HS': np.float64(1.609), 'MMD': np.float64(21.065)}, '3-202_220_999_4_0_0': {'VS': 0.216, 'HS': np.float64(1.532), 'MMD': np.float64(26.919)}}",267,0.052,4.815,0.088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3-202_208_999_0_0_0,3,426,1.815,20.815,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_208_0': {'VS': 0.374, 'HS': np.float64(3.768), 'MMD': np.float64(18.362)}, '3-202_208_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_208_0': {'VS': 0.374, 'HS': np.float64(2.043), 'MMD': np.float64(16.067)}, '3-202_208_999_0_0_0': {'VS': 0.345, 'HS': np.float64(1.815), 'MMD': np.float64(20.815)}}",426,0.0,7.401,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_208_999_4_0_0,3,276,1.467,27.385,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_208_4': {'VS': 0.2, 'HS': np.float64(2.068), 'MMD': np.float64(21.23)}, '3-202_208_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_208_4': {'VS': 0.237, 'HS': np.float64(1.529), 'MMD': np.float64(21.244)}, '3-202_208_999_4_0_0': {'VS': 0.224, 'HS': np.float64(1.467), 'MMD': np.float64(27.385)}}",276,0.037,4.768,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_196_999_0_0_0,3,319,1.749,20.91,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_196_0': {'VS': 0.274, 'HS': np.float64(3.204), 'MMD': np.float64(15.619)}, '3-202_196_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_196_0': {'VS': 0.288, 'HS': np.float64(1.938), 'MMD': np.float64(15.346)}, '3-202_196_999_0_0_0': {'VS': 0.259, 'HS': np.float64(1.749), 'MMD': np.float64(20.91)}}",319,0.014,4.805,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_196_999_4_0_0,3,250,1.32,26.007,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_196_4': {'VS': 0.146, 'HS': np.float64(1.581), 'MMD': np.float64(21.307)}, '3-202_196_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_196_4': {'VS': 0.216, 'HS': np.float64(1.357), 'MMD': np.float64(21.281)}, '3-202_196_999_4_0_0': {'VS': 0.203, 'HS': np.float64(1.32), 'MMD': np.float64(26.007)}}",250,0.07,4.768,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_224_999_0_0_0,3,481,2.541,20.682,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_224_0': {'VS': 0.189, 'HS': np.float64(3.562), 'MMD': np.float64(14.404)}, '3-202_224_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_224_0': {'VS': 0.421, 'HS': np.float64(2.863), 'MMD': np.float64(16.175)}, '3-202_224_999_0_0_0': {'VS': 0.39, 'HS': np.float64(2.541), 'MMD': np.float64(20.682)}}",481,0.232,6.336,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_224_999_4_0_0,3,379,2.124,27.144,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_224_4': {'VS': 0.079, 'HS': np.float64(2.038), 'MMD': np.float64(16.331)}, '3-202_224_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_224_4': {'VS': 0.319, 'HS': np.float64(2.239), 'MMD': np.float64(21.756)}, '3-202_224_999_4_0_0': {'VS': 0.307, 'HS': np.float64(2.124), 'MMD': np.float64(27.144)}}",379,0.24,19.483,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-202_213_224_999_0_0_0_0_0_0,4,267,2.831,22.364,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_213_0': {'VS': 0.559, 'HS': np.float64(7.692), 'MMD': np.float64(15.253)}, '3-202_213_224_0_0_0': {'VS': 0.097, 'HS': np.float64(6.465), 'MMD': np.float64(19.851)}, '4-202_213_224_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_213_0': {'VS': 0.536, 'HS': np.float64(3.734), 'MMD': np.float64(14.699)}, '3-202_213_224_0_0_0': {'VS': 0.247, 'HS': np.float64(3.475), 'MMD': np.float64(19.369)}, '4-202_213_224_999_0_0_0_0_0_0': {'VS': 0.216, 'HS': np.float64(2.831), 'MMD': np.float64(22.364)}}",267,0.15,3.358,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-202_213_172_999_0_0_0_0_0_0,4,285,2.621,21.706,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_213_0': {'VS': 0.559, 'HS': np.float64(7.692), 'MMD': np.float64(15.253)}, '3-202_213_172_0_0_0': {'VS': 0.244, 'HS': np.float64(4.711), 'MMD': np.float64(20.092)}, '4-202_213_172_999_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_213_0': {'VS': 0.536, 'HS': np.float64(3.734), 'MMD': np.float64(14.699)}, '3-202_213_172_0_0_0': {'VS': 0.265, 'HS': np.float64(3.113), 'MMD': np.float64(18.883)}, '4-202_213_172_999_0_0_0_0_0_0': {'VS': 0.231, 'HS': np.float64(2.621), 'MMD': np.float64(21.706)}}",285,0.021,3.768,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_213_999_0_0_0,3,617,3.206,20.156,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_213_0': {'VS': 0.559, 'HS': np.float64(7.692), 'MMD': np.float64(15.253)}, '3-202_213_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_213_0': {'VS': 0.536, 'HS': np.float64(3.734), 'MMD': np.float64(14.699)}, '3-202_213_999_0_0_0': {'VS': 0.5, 'HS': np.float64(3.206), 'MMD': np.float64(20.156)}}",617,-0.023,4.921,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_213_999_3_0_0,3,274,1.044,21.816,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_213_3': {'VS': 0.175, 'HS': np.float64(1.169), 'MMD': np.float64(11.97)}, '3-202_213_999_3_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_213_3': {'VS': 0.23, 'HS': np.float64(1.056), 'MMD': np.float64(15.486)}, '3-202_213_999_3_0_0': {'VS': 0.222, 'HS': np.float64(1.044), 'MMD': np.float64(21.816)}}",274,0.055,10.949,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_213_999_4_0_0,3,547,2.527,25.634,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_213_4': {'VS': 0.345, 'HS': np.float64(3.775), 'MMD': np.float64(18.673)}, '3-202_213_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_213_4': {'VS': 0.456, 'HS': np.float64(2.68), 'MMD': np.float64(19.671)}, '3-202_213_999_4_0_0': {'VS': 0.443, 'HS': np.float64(2.527), 'MMD': np.float64(25.634)}}",547,0.111,5.266,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_172_999_0_0_0,3,519,1.904,19.608,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_172_0': {'VS': 0.377, 'HS': np.float64(3.211), 'MMD': np.float64(15.263)}, '3-202_172_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_172_0': {'VS': 0.45, 'HS': np.float64(2.124), 'MMD': np.float64(15.295)}, '3-202_172_999_0_0_0': {'VS': 0.421, 'HS': np.float64(1.904), 'MMD': np.float64(19.608)}}",519,0.073,4.768,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_172_999_4_0_0,3,318,1.299,25.898,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_172_4': {'VS': 0.194, 'HS': np.float64(1.742), 'MMD': np.float64(21.566)}, '3-202_172_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_172_4': {'VS': 0.276, 'HS': np.float64(1.338), 'MMD': np.float64(20.86)}, '3-202_172_999_4_0_0': {'VS': 0.258, 'HS': np.float64(1.299), 'MMD': np.float64(25.898)}}",318,0.082,5.017,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_199_999_0_0_0,3,382,1.846,20.769,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_199_0': {'VS': 0.36, 'HS': np.float64(3.901), 'MMD': np.float64(19.42)}, '3-202_199_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_199_0': {'VS': 0.341, 'HS': np.float64(2.078), 'MMD': np.float64(16.497)}, '3-202_199_999_0_0_0': {'VS': 0.31, 'HS': np.float64(1.846), 'MMD': np.float64(20.769)}}",382,-0.019,9.04,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_221_999_0_0_0,3,288,2.149,20.686,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_221_0': {'VS': 0.274, 'HS': np.float64(4.599), 'MMD': np.float64(15.471)}, '3-202_221_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_221_0': {'VS': 0.25, 'HS': np.float64(2.563), 'MMD': np.float64(14.828)}, '3-202_221_999_0_0_0': {'VS': 0.233, 'HS': np.float64(2.149), 'MMD': np.float64(20.686)}}",288,-0.024,4.975,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-202_169_999_0_0_0,3,343,1.802,19.793,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_169_0': {'VS': 0.234, 'HS': np.float64(3.089), 'MMD': np.float64(15.785)}, '3-202_169_999_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_169_0': {'VS': 0.307, 'HS': np.float64(1.963), 'MMD': np.float64(15.71)}, '3-202_169_999_0_0_0': {'VS': 0.278, 'HS': np.float64(1.802), 'MMD': np.float64(19.793)}}",343,0.073,4.771,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-202_999_0,2,1132,1.829,18.901,"{'1-202_': {'VS': 0.797, 'HS': np.float64(2.885), 'MMD': np.float64(7.875)}, '2-202_999_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-202_': {'VS': 0.921, 'HS': np.float64(1.955), 'MMD': np.float64(10.963)}, '2-202_999_0': {'VS': 0.917, 'HS': np.float64(1.829), 'MMD': np.float64(18.901)}}",1132,0.124,9.536,0.124,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
