TIRP_Representation,Size,Vertical_Support,Mean_Horizontal_Support,Mean_Mean_Duration,Prefix_Metrics_Cls0,Prefix_Metrics_Cls1,Score_vertical_support,Score_diff_vertical_support,Score_mean_squared_mmd,Score_mean_squared_vs,Binary_random#50,Binary_random#25,Binary_random#10,Binary_random#3,Binary_vertical_support#50,Binary_vertical_support#25,Binary_vertical_support#10,Binary_vertical_support#3,Binary_diff_vertical_support#50,Binary_diff_vertical_support#25,Binary_diff_vertical_support#10,Binary_diff_vertical_support#3,Binary_mean_squared_mmd#50,Binary_mean_squared_mmd#25,Binary_mean_squared_mmd#10,Binary_mean_squared_mmd#3,Binary_mean_squared_vs#50,Binary_mean_squared_vs#25,Binary_mean_squared_vs#10,Binary_mean_squared_vs#3,Binary_all
4-181_212_214_999_4_3_0_0_0_0,4,256,2.535,32.814,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_214_4_3_0': {'VS': 0.169, 'HS': np.float64(3.371), 'MMD': np.float64(39.99)}, '4-181_212_214_999_4_3_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_214_4_3_0': {'VS': 0.22, 'HS': np.float64(2.672), 'MMD': np.float64(30.061)}, '4-181_212_214_999_4_3_0_0_0_0': {'VS': 0.207, 'HS': np.float64(2.535), 'MMD': np.float64(32.814)}}",256,0.051,65.242,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_202_999_4_4_0_0_0_0,4,456,2.901,35.466,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_202_4_4_0': {'VS': 0.342, 'HS': np.float64(8.549), 'MMD': np.float64(43.796)}, '4-181_212_202_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_202_4_4_0': {'VS': 0.401, 'HS': np.float64(3.311), 'MMD': np.float64(33.104)}, '4-181_212_202_999_4_4_0_0_0_0': {'VS': 0.37, 'HS': np.float64(2.901), 'MMD': np.float64(35.466)}}",456,0.059,70.487,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_225_999_4_4_0_0_0_0,4,538,3.81,34.86,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_225_4_4_0': {'VS': 0.096, 'HS': np.float64(9.535), 'MMD': np.float64(37.783)}, '4-181_212_225_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_225_4_4_0': {'VS': 0.46, 'HS': np.float64(4.465), 'MMD': np.float64(32.483)}, '4-181_212_225_999_4_4_0_0_0_0': {'VS': 0.436, 'HS': np.float64(3.81), 'MMD': np.float64(34.86)}}",538,0.364,41.744,0.362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4-181_212_220_999_4_4_0_0_0_0,4,361,3.053,35.022,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_220_4_4_0': {'VS': 0.252, 'HS': np.float64(9.146), 'MMD': np.float64(43.7)}, '4-181_212_220_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_220_4_4_0': {'VS': 0.311, 'HS': np.float64(3.51), 'MMD': np.float64(32.742)}, '4-181_212_220_999_4_4_0_0_0_0': {'VS': 0.293, 'HS': np.float64(3.053), 'MMD': np.float64(35.022)}}",361,0.059,72.407,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_208_999_4_4_0_0_0_0,4,395,2.777,35.301,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_208_4_4_0': {'VS': 0.278, 'HS': np.float64(8.064), 'MMD': np.float64(44.508)}, '4-181_212_208_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_208_4_4_0': {'VS': 0.349, 'HS': np.float64(3.165), 'MMD': np.float64(32.905)}, '4-181_212_208_999_4_4_0_0_0_0': {'VS': 0.32, 'HS': np.float64(2.777), 'MMD': np.float64(35.301)}}",395,0.071,77.257,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_196_999_4_4_0_0_0_0,4,335,2.782,34.525,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_196_4_4_0': {'VS': 0.216, 'HS': np.float64(6.398), 'MMD': np.float64(43.36)}, '4-181_212_196_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_196_4_4_0': {'VS': 0.299, 'HS': np.float64(3.081), 'MMD': np.float64(32.454)}, '4-181_212_196_999_4_4_0_0_0_0': {'VS': 0.271, 'HS': np.float64(2.782), 'MMD': np.float64(34.525)}}",335,0.083,72.028,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_224_999_4_3_0_0_0_0,4,319,2.614,34.323,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_224_4_3_0': {'VS': 0.041, 'HS': np.float64(3.268), 'MMD': np.float64(36.929)}, '4-181_212_224_999_4_3_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_224_4_3_0': {'VS': 0.266, 'HS': np.float64(2.899), 'MMD': np.float64(32.032)}, '4-181_212_224_999_4_3_0_0_0_0': {'VS': 0.259, 'HS': np.float64(2.614), 'MMD': np.float64(34.323)}}",319,0.225,40.374,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_224_999_4_4_0_0_0_0,4,511,3.763,34.761,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_224_4_4_0': {'VS': 0.097, 'HS': np.float64(10.266), 'MMD': np.float64(38.827)}, '4-181_212_224_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_224_4_4_0': {'VS': 0.438, 'HS': np.float64(4.421), 'MMD': np.float64(32.333)}, '4-181_212_224_999_4_4_0_0_0_0': {'VS': 0.414, 'HS': np.float64(3.763), 'MMD': np.float64(34.761)}}",511,0.341,46.438,0.355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4-181_212_172_999_4_4_0_0_0_0,4,450,2.858,34.687,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_172_4_4_0': {'VS': 0.285, 'HS': np.float64(6.332), 'MMD': np.float64(43.76)}, '4-181_212_172_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_172_4_4_0': {'VS': 0.395, 'HS': np.float64(3.18), 'MMD': np.float64(32.564)}, '4-181_212_172_999_4_4_0_0_0_0': {'VS': 0.365, 'HS': np.float64(2.858), 'MMD': np.float64(34.687)}}",450,0.11,74.164,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_199_999_4_4_0_0_0_0,4,352,2.838,35.582,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_199_4_4_0': {'VS': 0.261, 'HS': np.float64(8.142), 'MMD': np.float64(44.197)}, '4-181_212_199_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_199_4_4_0': {'VS': 0.306, 'HS': np.float64(3.259), 'MMD': np.float64(33.336)}, '4-181_212_199_999_4_4_0_0_0_0': {'VS': 0.285, 'HS': np.float64(2.838), 'MMD': np.float64(35.582)}}",352,0.045,71.701,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_221_999_4_4_0_0_0_0,4,323,3.35,34.748,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_221_4_4_0': {'VS': 0.225, 'HS': np.float64(9.68), 'MMD': np.float64(42.574)}, '4-181_212_221_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_221_4_4_0': {'VS': 0.282, 'HS': np.float64(3.819), 'MMD': np.float64(32.5)}, '4-181_212_221_999_4_4_0_0_0_0': {'VS': 0.262, 'HS': np.float64(3.35), 'MMD': np.float64(34.748)}}",323,0.057,66.209,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_169_999_4_4_0_0_0_0,4,339,2.894,34.826,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_169_4_4_0': {'VS': 0.196, 'HS': np.float64(6.117), 'MMD': np.float64(43.089)}, '4-181_212_169_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_169_4_4_0': {'VS': 0.292, 'HS': np.float64(3.233), 'MMD': np.float64(32.511)}, '4-181_212_169_999_4_4_0_0_0_0': {'VS': 0.275, 'HS': np.float64(2.894), 'MMD': np.float64(34.826)}}",339,0.096,69.679,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-181_212_999_4_0_0,3,1025,3.338,33.047,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_999_4_0_0': {'VS': 0.831, 'HS': np.float64(3.338), 'MMD': np.float64(33.047)}}",1025,0.338,48.571,0.361,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4-181_212_157_999_4_4_0_0_0_0,4,323,2.774,35.143,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_157_4_4_0': {'VS': 0.216, 'HS': np.float64(6.593), 'MMD': np.float64(43.945)}, '4-181_212_157_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_157_4_4_0': {'VS': 0.279, 'HS': np.float64(3.134), 'MMD': np.float64(32.804)}, '4-181_212_157_999_4_4_0_0_0_0': {'VS': 0.262, 'HS': np.float64(2.774), 'MMD': np.float64(35.143)}}",323,0.063,73.755,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_178_999_4_4_0_0_0_0,4,306,2.948,34.111,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_178_4_4_0': {'VS': 0.13, 'HS': np.float64(4.292), 'MMD': np.float64(44.322)}, '4-181_212_178_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_178_4_4_0': {'VS': 0.261, 'HS': np.float64(3.255), 'MMD': np.float64(32.164)}, '4-181_212_178_999_4_4_0_0_0_0': {'VS': 0.248, 'HS': np.float64(2.948), 'MMD': np.float64(34.111)}}",306,0.131,81.653,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_212_215_999_4_4_0_0_0_0,4,258,3.938,33.792,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_212_4': {'VS': 0.502, 'HS': np.float64(7.21), 'MMD': np.float64(38.73)}, '3-181_212_215_4_4_0': {'VS': 0.186, 'HS': np.float64(10.752), 'MMD': np.float64(39.527)}, '4-181_212_215_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_212_4': {'VS': 0.84, 'HS': np.float64(3.617), 'MMD': np.float64(30.05)}, '3-181_212_215_4_4_0': {'VS': 0.223, 'HS': np.float64(4.444), 'MMD': np.float64(31.023)}, '4-181_212_215_999_4_4_0_0_0_0': {'VS': 0.209, 'HS': np.float64(3.938), 'MMD': np.float64(33.792)}}",258,0.037,56.487,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-181_220_999_3_0_0,3,277,1.007,32.347,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_220_3': {'VS': 0.115, 'HS': np.float64(1.044), 'MMD': np.float64(36.015)}, '3-181_220_999_3_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_220_3': {'VS': 0.226, 'HS': np.float64(1.007), 'MMD': np.float64(29.728)}, '3-181_220_999_3_0_0': {'VS': 0.224, 'HS': np.float64(1.007), 'MMD': np.float64(32.347)}}",277,0.111,30.663,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_220_225_999_4_4_0_0_0_0,4,251,2.394,35.01,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_220_4': {'VS': 0.308, 'HS': np.float64(3.276), 'MMD': np.float64(40.093)}, '3-181_220_225_4_4_0': {'VS': 0.05, 'HS': np.float64(5.958), 'MMD': np.float64(41.397)}, '4-181_220_225_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_220_4': {'VS': 0.485, 'HS': np.float64(1.945), 'MMD': np.float64(30.762)}, '3-181_220_225_4_4_0': {'VS': 0.223, 'HS': np.float64(2.735), 'MMD': np.float64(32.836)}, '4-181_220_225_999_4_4_0_0_0_0': {'VS': 0.203, 'HS': np.float64(2.394), 'MMD': np.float64(35.01)}}",251,0.173,60.719,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_220_212_999_4_4_0_0_0_0,4,380,3.211,35.495,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_220_4': {'VS': 0.308, 'HS': np.float64(3.276), 'MMD': np.float64(40.093)}, '3-181_220_212_4_4_0': {'VS': 0.255, 'HS': np.float64(8.962), 'MMD': np.float64(43.374)}, '4-181_220_212_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_220_4': {'VS': 0.485, 'HS': np.float64(1.945), 'MMD': np.float64(30.762)}, '3-181_220_212_4_4_0': {'VS': 0.331, 'HS': np.float64(3.702), 'MMD': np.float64(33.046)}, '4-181_220_212_999_4_4_0_0_0_0': {'VS': 0.308, 'HS': np.float64(3.211), 'MMD': np.float64(35.495)}}",380,0.076,71.845,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_220_213_999_4_4_0_0_0_0,4,364,3.049,35.745,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_220_4': {'VS': 0.308, 'HS': np.float64(3.276), 'MMD': np.float64(40.093)}, '3-181_220_213_4_4_0': {'VS': 0.236, 'HS': np.float64(8.589), 'MMD': np.float64(43.641)}, '4-181_220_213_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_220_4': {'VS': 0.485, 'HS': np.float64(1.945), 'MMD': np.float64(30.762)}, '3-181_220_213_4_4_0': {'VS': 0.314, 'HS': np.float64(3.546), 'MMD': np.float64(33.289)}, '4-181_220_213_999_4_4_0_0_0_0': {'VS': 0.295, 'HS': np.float64(3.049), 'MMD': np.float64(35.745)}}",364,0.078,72.01,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-181_220_999_4_0_0,3,580,1.826,33.728,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_220_4': {'VS': 0.308, 'HS': np.float64(3.276), 'MMD': np.float64(40.093)}, '3-181_220_999_4_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_220_4': {'VS': 0.485, 'HS': np.float64(1.945), 'MMD': np.float64(30.762)}, '3-181_220_999_4_0_0': {'VS': 0.47, 'HS': np.float64(1.826), 'MMD': np.float64(33.728)}}",580,0.177,54.434,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-181_208_999_3_0_0,3,280,1.007,33.132,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_208_3': {'VS': 0.108, 'HS': np.float64(1.031), 'MMD': np.float64(37.117)}, '3-181_208_999_3_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_208_3': {'VS': 0.229, 'HS': np.float64(1.018), 'MMD': np.float64(30.28)}, '3-181_208_999_3_0_0': {'VS': 0.227, 'HS': np.float64(1.007), 'MMD': np.float64(33.132)}}",280,0.121,34.272,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_208_202_999_4_4_0_0_0_0,4,256,1.691,36.344,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_208_4': {'VS': 0.343, 'HS': np.float64(2.996), 'MMD': np.float64(40.994)}, '3-181_208_202_4_4_0': {'VS': 0.216, 'HS': np.float64(3.827), 'MMD': np.float64(45.466)}, '4-181_208_202_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_208_4': {'VS': 0.545, 'HS': np.float64(1.812), 'MMD': np.float64(31.136)}, '3-181_208_202_4_4_0': {'VS': 0.226, 'HS': np.float64(1.935), 'MMD': np.float64(34.201)}, '4-181_208_202_999_4_4_0_0_0_0': {'VS': 0.207, 'HS': np.float64(1.691), 'MMD': np.float64(36.344)}}",256,0.01,81.96,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_208_225_999_4_4_0_0_0_0,4,261,2.28,35.45,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_208_4': {'VS': 0.343, 'HS': np.float64(2.996), 'MMD': np.float64(40.994)}, '3-181_208_225_4_4_0': {'VS': 0.057, 'HS': np.float64(4.321), 'MMD': np.float64(41.021)}, '4-181_208_225_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_208_4': {'VS': 0.545, 'HS': np.float64(1.812), 'MMD': np.float64(31.136)}, '3-181_208_225_4_4_0': {'VS': 0.233, 'HS': np.float64(2.587), 'MMD': np.float64(33.227)}, '4-181_208_225_999_4_4_0_0_0_0': {'VS': 0.212, 'HS': np.float64(2.28), 'MMD': np.float64(35.45)}}",261,0.176,59.909,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_208_212_999_4_4_0_0_0_0,4,416,2.781,35.829,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_208_4': {'VS': 0.343, 'HS': np.float64(2.996), 'MMD': np.float64(40.994)}, '3-181_208_212_4_4_0': {'VS': 0.286, 'HS': np.float64(8.072), 'MMD': np.float64(44.229)}, '4-181_208_212_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_208_4': {'VS': 0.545, 'HS': np.float64(1.812), 'MMD': np.float64(31.136)}, '3-181_208_212_4_4_0': {'VS': 0.363, 'HS': np.float64(3.301), 'MMD': np.float64(33.482)}, '4-181_208_212_999_4_4_0_0_0_0': {'VS': 0.337, 'HS': np.float64(2.781), 'MMD': np.float64(35.829)}}",416,0.077,78.159,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_208_224_999_4_4_0_0_0_0,4,251,2.171,35.598,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_208_4': {'VS': 0.343, 'HS': np.float64(2.996), 'MMD': np.float64(40.994)}, '3-181_208_224_4_4_0': {'VS': 0.058, 'HS': np.float64(4.558), 'MMD': np.float64(41.087)}, '4-181_208_224_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_208_4': {'VS': 0.545, 'HS': np.float64(1.812), 'MMD': np.float64(31.136)}, '3-181_208_224_4_4_0': {'VS': 0.228, 'HS': np.float64(2.47), 'MMD': np.float64(33.498)}, '4-181_208_224_999_4_4_0_0_0_0': {'VS': 0.203, 'HS': np.float64(2.171), 'MMD': np.float64(35.598)}}",251,0.17,58.858,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_208_213_999_4_4_0_0_0_0,4,406,2.724,35.951,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_208_4': {'VS': 0.343, 'HS': np.float64(2.996), 'MMD': np.float64(40.994)}, '3-181_208_213_4_4_0': {'VS': 0.267, 'HS': np.float64(7.845), 'MMD': np.float64(44.453)}, '4-181_208_213_999_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_208_4': {'VS': 0.545, 'HS': np.float64(1.812), 'MMD': np.float64(31.136)}, '3-181_208_213_4_4_0': {'VS': 0.353, 'HS': np.float64(3.206), 'MMD': np.float64(33.587)}, '4-181_208_213_999_4_4_0_0_0_0': {'VS': 0.329, 'HS': np.float64(2.724), 'MMD': np.float64(35.951)}}",406,0.086,79.017,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
